자치구,행정동,번지수,police_entity,police_nam,Y,X
중구,을지로3가,291-50,파출소,을지로3가파출소,37.56620783,126.9928645
중구,을지로5가,72-1,지구대,을지지구대,37.56650711,127.003939
중구,을지로7가,112-3,치안센터,DDP치안센터,37.56589689,127.0085922
중구,장충동2가,197-34,파출소,장충파출소,37.5587513,127.0048078
중구,저동2가,62-1,경찰서,서울중부경찰서,37.56361813,126.9895869
중구,중림동,203,파출소,중림파출소,37.55788186,126.9671108
중구,충무로4가,27-5,치안센터,충4치안센터,37.56240215,126.9953459
중구,태평로1가,68-1,파출소,세종로파출소,37.56893751,126.976424
중구,필동1가,20-5,파출소,충무파출소,37.5608306,126.9915567
중구,황학동,1010,치안센터,황학치안센터,37.56735941,127.0212438
중구,회현동1가,194-15,파출소,회현파출소,37.55845036,126.9787316
중랑구,망우동,489-7,지구대,망우지구대,37.59912763,127.0956557
중랑구,망우동,146-41,치안센터,망우1치안센터,37.60123396,127.1063983
중랑구,망우본동,405-25,치안센터,망우3치안센터,37.59468963,127.1017781
중랑구,면목동,71-24,파출소,면목본동파출소,37.58819462,127.0938799
중랑구,면목동,353-45,치안센터,면목7치안센터,37.57737809,127.085729
중랑구,면목동,198-1,파출소,상봉파출소,37.59133772,127.0728416
중랑구,면목동,181-67,치안센터,면목2치안센터,37.58967775,127.0762368
중랑구,면목동,168-2,지구대,용마지구대,37.58092847,127.0799276
중랑구,면목동,1508-3,파출소,면목삼팔파출소,37.58318882,127.0841733
중랑구,면목동,1331-2,치안센터,면목4치안센터,37.57436158,127.0805907
중랑구,면목본동,108-3,치안센터,면목1치안센터,37.5866814,127.0886427
중랑구,묵동,250-4,파출소,중화파출소,37.60623663,127.0782876
중랑구,묵동,120,파출소,먹골파출소,37.61460279,127.0815629
중랑구,신내동,810,경찰서,서울중랑경찰서,37.61823908,127.1045423
중랑구,신내동,644-3,지구대,봉화지구대,37.61478331,127.0955488
중랑구,중화동,326-114,지구대,중화지구대,37.59799824,127.0722049
중랑구,중화동,287-8,치안센터,중화1치안센터,37.60116122,127.0798224
