,address_name,lat,lon,보안등개수
0,서울 마포구 만리재로12나길 18,37.549156422421,126.962015310778,1
0,서울 마포구 효창원로95길 24-5,37.5490798330044,126.962001204178,1
0,서울 마포구 효창원로95길 24-4,37.5489880659389,126.96214032881,1
0,서울 마포구 효창목5길 18,37.5479647568213,126.961169576596,1
0,서울 마포구 효창원로95길 16,37.548902346738,126.962598344673,1
0,서울 마포구 만리재로12나길 15-3,37.5493510006304,126.961898992471,1
0,서울 마포구 만리재로12가길 14,37.5494723545532,126.961866226211,1
0,서울 마포구 만리재로14길 36,37.5495615762471,126.961937021704,1
0,서울 마포구 만리재로12가길 21,37.5494664643023,126.962322394542,1
0,서울 마포구 효창원로95길 22,37.5488988985824,126.962238712949,1
0,서울 마포구 만리재로12가길 29,37.5493905384669,126.962695421945,1
0,서울 마포구 만리재로12가길 29-3,37.5494594709903,126.962714851849,1
0,서울 마포구 만리재로12가길 19,37.5495148542318,126.962342173951,1
0,서울 마포구 효창원로97길 10,37.5493682893806,126.962999505133,1
0,서울 마포구 효창원로97길 10,37.5493682893806,126.962999505133,1
0,서울 마포구 만리재로12나길 32,37.5489912652759,126.962852013014,1
0,서울 마포구 만리재로16안길 23-6,37.5491394404334,126.962727911937,1
0,서울 마포구 효창원로97길 17,37.5490121820808,126.963183232557,1
0,서울 마포구 효창원로95길 4,37.5489348256936,126.963309787404,1
0,서울 마포구 효창원로97길 20,37.5488979020854,126.963076349306,1
0,서울 마포구 효창원로97길 9-3,37.5492763862841,126.963284158077,1
0,서울 마포구 만리재로16안길 11-19,37.5495897572148,126.963295886636,1
0,서울 마포구 만리재로16안길 11-9,37.5496785504311,126.963150652875,1
0,서울 마포구 만리재로16안길 11-13,37.5497027444476,126.963302394783,1
0,서울 마포구 효창원로97길 4,37.5496569947443,126.963370089642,1
0,서울 마포구 만리재로16안길 11-8,37.5495806501922,126.96298502827,1
0,서울 마포구 효창원로 253-9,37.5497841504019,126.963160106731,1
0,서울 마포구 효창원로 253-17,37.5498994489151,126.963066349393,1
0,서울 마포구 효창원로 253-6,37.5500045798681,126.963305415423,1
0,서울 마포구 효창원로 253-29,37.5499363515537,126.962944112963,1
0,서울 마포구 효창원로 253-6,37.5500045798681,126.963305415423,1
0,서울 마포구 효창원로 253-21,37.549970346574,126.963031459568,1
0,서울 마포구 만리재로16안길 7,37.5499720975453,126.962868840492,1
0,서울 마포구 만리재로16안길 11-4,37.5496589806138,126.962805397314,1
0,서울 마포구 만리재로14길 48,37.549511071975,126.962631876658,1
0,서울 마포구 만리재로16길 28,37.5502117967027,126.962975776086,1
0,서울 마포구 만리재로20길 29,37.5503022151264,126.963130089202,1
0,서울 마포구 만리재로16길 33,37.5502180243902,126.963298973518,1
0,서울 마포구 만리재로20길 29,37.5503022151264,126.963130089202,1
0,서울 마포구 만리재로16길 22,37.5501589940348,126.962676366672,1
0,서울 마포구 만리재로16안길 10,37.5499067077175,126.962654991128,1
0,서울 마포구 만리재로16안길 11,37.5498211633425,126.962814935735,1
0,서울 마포구 만리재로14길 41,37.5496838948674,126.962383959822,1
0,서울 마포구 만리재로12나길 14-3,37.5490737703222,126.961920521527,1
0,서울 마포구 효창원로 252,37.5496073574704,126.963686861431,1
0,서울 마포구 효창원로98길 5,37.5497031968934,126.963893227289,1
0,서울 마포구 효창원로95길 5-4,37.5487093828388,126.962979461466,1
0,서울 마포구 효창원로95길 33,37.5486632796881,126.961655476058,1
0,서울 마포구 효창원로95길 33,37.5486632796881,126.961655476058,1
0,서울 마포구 만리재로16안길 20,37.5494347970533,126.962472805785,1
0,서울 마포구 효창원로95길 19,37.5487283645899,126.962317107908,1
0,서울 마포구 효창원로95길 16,37.548902346738,126.962598344673,1
0,서울 마포구 효창원로95길 25,37.5487208043356,126.962061136597,1
0,서울 마포구 만리재로14길 27,37.5499888033177,126.961855212415,1
0,서울 마포구 만리재로14길 27,37.5499888033177,126.961855212415,1
0,서울 마포구 효창원로95길 27,37.5487035331147,126.96186820217,1
0,서울 마포구 효창원로95길 12,37.5489042987934,126.962788118819,1
0,서울 마포구 효창원로95길 10,37.5489017162431,126.962884535367,1
0,서울 마포구 만리재로16길 22,37.5501589940348,126.962676366672,1
0,서울 마포구 만리재로12나길 9-3,37.5494088434565,126.961616844623,1
0,서울 마포구 만리재로12길 5,37.5500044818994,126.961031136005,1
0,서울 마포구 만리재로14길 18,37.5503122689819,126.961323508806,1
0,서울 마포구 만리재로14길 18-5,37.5501179638451,126.961171515053,1
0,서울 마포구 만리재로12길 5-6,37.5499666558345,126.961353562968,1
0,서울 마포구 만리재로14길 20,37.5501588445408,126.961371117533,1
0,서울 마포구 만리재로14길 17,37.5503115144113,126.961495860384,1
0,서울 마포구 만리재로16길 6-20,37.5504962878629,126.961707385501,1
0,서울 마포구 만리재로16길 2-8,37.5505729170709,126.961566567817,1
0,서울 마포구 만리재로16길 2-6,37.5506502598995,126.961680939028,1
0,서울 마포구 만리재로16길 6,37.5507143013378,126.9618989775,1
0,서울 마포구 만리재로16길 6-8,37.5505986067432,126.961879119174,1
0,서울 마포구 만리재로16길 6-12,37.5505219987118,126.961807411007,1
0,서울 마포구 만리재로16길 10-5,37.5503565303659,126.962227566349,1
0,서울 마포구 만리재로14길 27,37.5499888033177,126.961855212415,1
0,서울 마포구 만리재로16길 20-8,37.5501811278538,126.96229600676,1
0,서울 마포구 만리재로16길 16-3,37.5502119728501,126.962392747671,1
0,서울 마포구 만리재로16길 12,37.5504812205524,126.962202606939,1
