,격자고유구역,NUMPOINTS,x,y,visited,index
0,다사436496,2,436,496,False,27667
1,다사472507,1,472,507,False,51070
2,다사535486,1,535,486,False,5253
3,다사583432,1,583,432,False,5644
4,다사571397,1,571,397,False,55459
5,다사533509,1,533,509,False,16862
6,다사467462,1,467,462,False,35470
7,다사550513,1,550,513,True,59017
8,다사412496,1,412,496,False,31785
9,다사675503,1,675,503,False,34585
10,다사499524,1,499,524,False,44408
11,다사640449,1,640,449,False,19582
12,다사525526,1,525,526,False,28672
13,다사627563,1,627,563,False,12043
14,다사711517,1,711,517,False,39790
15,다사557549,1,557,549,False,28269
16,다사681478,1,681,478,False,38396
17,다사403522,1,403,522,False,52083
18,다사481574,1,481,574,True,2243
19,다사461432,1,461,432,False,27797
20,다사482432,1,482,432,False,56063
21,다사441504,1,441,504,False,4797
22,다사585575,1,585,575,True,17265
23,다사592621,1,592,621,False,51335
24,다사692509,1,692,509,False,57949
25,다사404502,1,404,502,False,12783
26,다사539501,1,539,501,False,20511
27,다사569504,1,569,504,False,5485
28,다사583509,1,583,509,False,47829
29,다사499429,1,499,429,False,21396
30,다사618618,1,618,618,False,31147
31,다사613440,1,613,440,False,38856
32,다사486403,1,486,403,False,25300
33,다사629522,1,629,522,False,27187
34,다사583579,1,583,579,False,47823
35,다사575569,1,575,569,False,36068
36,다사614485,1,614,485,False,50497
37,다사573542,1,573,542,False,59450
38,다사464407,1,464,407,True,47117
39,다사500507,1,500,507,False,32737
40,다사704508,1,704,508,False,50712
41,다사589605,1,589,605,False,51785
42,다사572430,1,572,430,False,9346
43,다사531473,1,531,473,False,51381
44,다사607567,1,607,567,False,27431
45,다사621497,1,621,497,False,38762
46,다사547522,1,547,522,False,39532
47,다사566575,1,566,575,False,43812
48,다사517504,1,517,504,False,24974
49,다사584461,1,584,461,False,40125
50,다사567437,1,567,437,False,55407
51,다사458424,1,458,424,False,8746
52,다사476466,1,476,466,False,17618
53,다사500417,1,500,417,True,44339
54,다사627615,1,627,615,False,58193
55,다사460472,1,460,472,False,50967
56,다사584501,1,584,501,False,40132
57,다사552519,1,552,519,False,8973
58,다사533525,1,533,525,False,5272
59,다사689442,1,689,442,False,38435
60,다사522457,1,522,457,False,1871
61,다사595541,1,595,541,False,36263
62,다사614619,1,614,619,False,34974
63,다사415441,1,415,441,False,50723
64,다사574591,1,574,591,False,59460
65,다사542423,1,542,423,False,1208
66,다사615396,1,615,396,False,19816
67,다사548439,1,548,439,False,16680
68,다사587562,1,587,562,False,21047
69,다사553484,1,553,484,False,9188
70,다사652407,1,652,407,False,4131
71,다사520422,1,520,422,False,28712
72,다사575507,1,575,507,False,59474
73,다사635518,1,635,518,False,27111
74,다사493581,1,493,581,False,2188
75,다사437474,1,437,474,True,873
76,다사641543,1,641,543,False,284
77,다사665493,1,665,493,False,30735
78,다사537512,1,537,512,False,1316
79,다사493479,1,493,479,False,13785
80,다사631516,1,631,516,False,19677
81,다사626486,1,626,486,False,15849
82,다사606469,1,606,469,False,38944
83,다사621483,1,621,483,False,27275
84,다사426504,1,426,504,False,20107
85,다사493461,1,493,461,False,21461
86,다사650433,1,650,433,False,58019
87,다사432454,1,432,454,False,46968
88,다사632538,1,632,538,False,19666
89,다사491531,1,491,531,False,48479
90,다사587597,1,587,597,False,24823
91,다사483562,1,483,562,False,10024
92,다사597497,1,597,497,False,5171
93,다사485547,1,485,547,False,56103
94,다사480445,1,480,445,False,44511
95,다사425512,1,425,512,False,20104
96,다사450486,1,450,486,False,27737
97,다사430463,1,430,463,False,50827
98,다사639496,1,639,496,False,58062
99,다사437483,1,437,483,True,46986
100,다사603525,1,603,525,False,38985
101,다사568562,1,568,562,False,13192
102,다사480392,1,480,392,False,52222
103,다사582606,1,582,606,False,9449
104,다사561520,1,561,520,False,59317
105,다사468439,1,468,439,False,39383
106,다사563480,1,563,480,True,32200
107,다사563533,1,563,533,False,39898
108,다사553428,1,553,428,False,47527
109,다사562453,1,562,453,False,59323
110,다사587520,1,587,520,False,47872
111,다사421479,1,421,479,True,4689
112,다사573602,1,573,602,False,16790
113,다사528489,1,528,489,False,47488
114,다사535531,1,535,531,False,24397
115,다사496570,1,496,570,False,52146
116,다사615523,1,615,523,False,12173
117,다사618553,1,618,553,False,4359
118,다사598539,1,598,539,False,39021
119,다사630512,1,630,512,False,42620
120,다사631437,1,631,437,False,4239
121,다사588463,1,588,463,True,9528
122,다사591429,1,591,429,False,40203
123,다사532540,1,532,540,False,28160
124,다사607645,1,607,645,False,35064
125,다사579466,1,579,466,False,1666
126,다사573527,1,573,527,False,13256
127,다사529563,1,529,563,False,24455
128,다사539511,1,539,511,False,55112
129,다사544517,1,544,517,False,12796
130,다사570518,1,570,518,False,20860
131,다사669457,1,669,457,False,34537
132,다사625631,1,625,631,False,27230
133,다사469396,1,469,396,False,35497
134,다사559524,1,559,524,False,39861
135,다사531536,1,531,536,False,28168
136,다사461435,1,461,435,False,31650
137,다사586557,1,586,557,False,47858
138,다사556545,1,556,545,False,59280
139,다사606541,1,606,541,False,35089
140,다사483424,1,483,424,False,52258
141,다사470461,1,470,461,False,31721
142,다사418429,1,418,429,False,20060
143,다사630459,1,630,459,False,23441
144,다사411470,1,411,470,False,58929
145,다사529510,1,529,510,False,47476
146,다사431438,1,431,438,False,20131
147,다사596459,1,596,459,False,20536
148,다사572518,1,572,518,False,13243
149,다사596447,1,596,447,False,20535
150,다사594455,1,594,455,False,47954
151,다사630573,1,630,573,False,31035
152,다사481538,1,481,538,False,6154
153,다사543527,1,543,527,False,20434
154,다사570495,1,570,495,False,24642
155,다사539424,1,539,424,False,28031
156,다사618540,1,618,540,False,12144
157,다사661483,1,661,483,False,50002
158,다사537523,1,537,523,False,12961
159,다사389516,1,389,516,False,57737
160,다사410482,1,410,482,False,8885
161,다사509432,1,509,432,False,51994
162,다사478523,1,478,523,False,32878
163,다사604488,1,604,488,False,19939
164,다사511552,1,511,552,False,1960
165,다사562527,1,562,527,False,17022
166,다사487445,1,487,445,False,36726
167,다사602650,1,602,650,True,4551
168,다사566528,1,566,528,False,47639
169,다사649495,1,649,495,False,38508
170,다사464533,1,464,533,False,999
171,다사611594,1,611,594,False,19862
172,다사600530,1,600,530,False,27503
173,다사671453,1,671,453,False,106
174,다사569601,1,569,601,False,47663
175,다사474432,1,474,432,True,24153
176,다사606578,1,606,578,False,42894
177,다사597645,1,597,645,False,28039
178,다사455449,1,455,449,False,35404
179,다사498567,1,498,567,False,40525
180,다사463423,1,463,423,False,993
181,다사501453,1,501,453,False,55870
182,다사394536,1,394,536,False,11645
183,다사489602,1,489,602,False,32989
184,다사604547,1,604,547,False,54510
185,다사607499,1,607,499,False,16059
186,다사570533,1,570,533,False,28394
187,다사467445,1,467,445,False,1030
188,다사558476,1,558,476,False,5383
189,다사569554,1,569,554,False,24621
190,다사686421,1,686,421,False,46264
191,다사491513,1,491,513,False,60192
192,다사508493,1,508,493,False,28806
193,다사574584,1,574,584,True,40015
194,다사540521,1,540,521,False,47318
195,다사530531,1,530,531,False,35826
196,다사657468,1,657,468,False,3898
197,다사581609,1,581,609,False,35753
198,다사541443,1,541,443,False,31894
199,다사686473,1,686,473,False,30837
200,다사495499,1,495,499,False,36579
201,다사541536,1,541,536,True,28020
202,다사604615,1,604,615,False,655
203,다사538418,1,538,418,False,39607
204,다사643556,1,643,556,False,38463
205,다사408490,1,408,490,False,8892
206,다사622547,1,622,547,False,58249
207,다사475548,1,475,548,False,43405
208,다사696505,1,696,505,False,34754
209,다사589478,1,589,478,False,36211
210,다사536517,1,536,517,False,39680
211,다사559541,1,559,541,False,51487
212,다사630465,1,630,465,False,52411
213,다사435469,1,435,469,False,31530
214,다사619603,1,619,603,False,34913
215,다사624582,1,624,582,False,38725
216,다사509544,1,509,544,False,55834
217,다사670421,1,670,421,False,23112
218,다사555448,1,555,448,False,55318
219,다사624531,1,624,531,False,38722
220,다사603423,1,603,423,False,16115
221,다사471484,1,471,484,False,43359
222,다사668443,1,668,443,False,53878
223,다사521557,1,521,557,False,55744
224,다사472413,1,472,413,False,4969
225,다사524524,1,524,524,False,17398
226,다사481504,1,481,504,False,32907
227,다사508511,1,508,511,False,13599
228,다사643573,1,643,573,False,15635
229,다사595513,1,595,513,False,17385
230,다사562511,1,562,511,False,51512
231,다사670477,1,670,477,False,11723
232,다사672429,1,672,429,False,46193
233,다사601583,1,601,583,False,46818
234,다사502539,1,502,539,False,28862
235,다사604518,1,604,518,False,23737
236,다사582622,1,582,622,False,39647
237,다사548524,1,548,524,False,1179
238,다사499459,1,499,459,False,32790
239,다사615628,1,615,628,False,12171
240,다사493559,1,493,559,False,25196
241,다사497433,1,497,433,False,28954
242,다사594628,1,594,628,False,12955
243,다사591527,1,591,527,False,21095
244,다사611462,1,611,462,False,23645
245,다사629535,1,629,535,False,61644
246,다사682506,1,682,506,False,26929
247,다사622554,1,622,554,False,38747
248,다사545504,0,545,504,False,41150
249,다사646426,0,646,426,False,41018
250,다사635421,0,635,421,True,41132
251,다사525533,0,525,533,False,41154
252,다사600587,0,600,587,True,41038
253,다사392551,0,392,551,False,41016
254,다사512381,0,512,381,False,41036
255,다사398426,0,398,426,False,41037
256,다사457479,0,457,479,False,41153
257,다사602657,0,602,657,False,41131
258,다사600505,0,600,505,True,41130
259,다사690474,0,690,474,False,41152
260,다사641592,0,641,592,False,41035
261,다사502383,0,502,383,False,41015
262,다사494485,0,494,485,False,41017
263,다사634653,0,634,653,True,41151
264,다사551595,0,551,595,False,41034
265,다사452421,0,452,421,False,41140
266,다사595649,0,595,649,False,41033
267,다사533398,0,533,398,False,41149
268,다사682464,0,682,464,False,41025
269,다사452508,0,452,508,False,41139
270,다사567659,0,567,659,False,41142
271,다사590651,0,590,651,False,41138
272,다사583486,0,583,486,False,41026
273,다사559465,0,559,465,False,41027
274,다사514398,0,514,398,False,41143
275,다사543614,0,543,614,False,41039
276,다사550572,0,550,572,False,41024
277,다사502475,0,502,475,False,41136
278,다사383511,0,383,511,False,41028
279,다사538399,0,538,399,False,41023
280,다사666408,0,666,408,False,41022
281,다사640581,0,640,581,False,41029
282,다사474494,0,474,494,False,41144
283,다사620393,0,620,393,False,41021
284,다사511391,0,511,391,True,41020
285,다사530445,0,530,445,False,41030
286,다사478379,0,478,379,True,41019
287,다사616370,0,616,370,False,41145
288,다사593382,0,593,382,False,41031
289,다사541563,0,541,563,False,41146
290,다사481380,0,481,380,False,41032
291,다사378493,0,378,493,False,41147
292,다사394548,0,394,548,False,41141
293,다사450509,0,450,509,False,41135
294,다사523383,0,523,383,True,41134
295,다사390505,0,390,505,False,41148
296,다사533551,0,533,551,False,41133
297,다사651584,0,651,584,False,41137
298,다사565471,0,565,471,False,41043
299,다사546472,0,546,472,False,41040
300,다사555629,0,555,629,False,41079
301,다사486386,0,486,386,False,41057
302,다사670515,0,670,515,False,41081
303,다사493393,0,493,393,False,41155
304,다사599601,0,599,601,False,41083
305,다사516567,0,516,567,False,41056
306,다사490395,0,490,395,False,41084
307,다사635445,0,635,445,False,41055
308,다사505375,0,505,375,False,41054
309,다사532449,0,532,449,False,41085
310,다사597659,0,597,659,False,41086
311,다사552617,0,552,617,False,41053
312,다사551402,0,551,402,False,41087
313,다사568410,0,568,410,False,41088
314,다사578664,0,578,664,False,41089
315,다사587426,0,587,426,False,41052
316,다사573663,0,573,663,False,41090
317,다사638467,0,638,467,False,41091
318,다사509478,0,509,478,False,41092
319,다사450474,0,450,474,False,41093
320,다사557593,0,557,593,False,41080
321,다사627494,0,627,494,False,41078
322,다사646528,0,646,528,False,41041
323,다사650571,0,650,571,False,41058
324,다사550577,0,550,577,False,41070
325,다사534461,0,534,461,False,41069
326,다사625472,0,625,472,False,41071
327,다사656472,0,656,472,False,41068
328,다사651420,0,651,420,False,41067
329,다사525408,0,525,408,False,41072
330,다사501392,0,501,392,False,41066
331,다사561631,0,561,631,False,41065
332,다사626446,0,626,446,False,41064
333,다사647478,0,647,478,False,41073
334,다사458419,0,458,419,False,41074
335,다사439519,0,439,519,False,41075
336,다사422432,0,422,432,False,41063
337,다사634570,0,634,570,False,41076
338,다사611416,0,611,416,False,41077
339,다사511384,0,511,384,False,41062
340,다사550586,0,550,586,False,41061
341,다사509530,0,509,530,False,41060
342,다사478484,0,478,484,False,41059
343,다사547545,0,547,545,False,41094
344,다사627470,0,627,470,False,41095
345,다사459403,0,459,403,False,41096
346,다사520543,0,520,543,False,41097
347,다사619456,0,619,456,False,41046
348,다사661414,0,661,414,False,41115
349,다사639565,0,639,565,False,41116
350,다사502520,0,502,520,False,41117
351,다사707524,0,707,524,False,41045
352,다사506534,0,506,534,False,41044
353,다사504383,0,504,383,False,41118
354,다사582492,0,582,492,False,41119
355,다사608508,0,608,508,False,41120
356,다사612377,0,612,377,False,41121
357,다사599591,0,599,591,False,41122
358,다사553617,0,553,617,False,41123
359,다사598374,0,598,374,False,41124
360,다사713496,0,713,496,False,41125
361,다사630474,0,630,474,False,41126
362,다사532410,0,532,410,False,41127
363,다사644594,0,644,594,False,41128
364,다사452465,0,452,465,False,41042
365,다사550585,0,550,585,False,41129
366,다사489487,0,489,487,False,41114
367,다사559468,0,559,468,False,41113
368,다사641591,0,641,591,False,41112
369,다사560471,0,560,471,False,41050
370,다사567473,0,567,473,False,41098
371,다사560595,0,560,595,False,41099
372,다사645532,0,645,532,False,41051
373,다사551609,0,551,609,False,41100
374,다사624538,0,624,538,False,41101
375,다사636471,0,636,471,False,41102
376,다사443523,0,443,523,False,41103
377,다사653481,0,653,481,False,41104
378,다사382528,0,382,528,False,41105
379,다사421429,0,421,429,False,41047
380,다사454500,0,454,500,False,41106
381,다사612406,0,612,406,False,41107
382,다사503375,0,503,375,False,41049
383,다사627432,0,627,432,False,41048
384,다사515472,0,515,472,False,41108
385,다사703529,0,703,529,False,41109
386,다사602385,0,602,385,False,41110
387,다사645525,0,645,525,False,41111
388,다사693433,0,693,433,False,41082
389,다사627431,0,627,431,False,41197
390,다사581487,0,581,487,False,41156
391,다사680516,0,680,516,False,41270
392,다사462526,0,462,526,False,41300
393,다사380492,0,380,492,False,41301
394,다사371513,0,371,513,False,41302
395,다사644591,0,644,591,True,41303
396,다사531508,1,531,508,False,41304
397,다사412507,0,412,507,False,41305
398,다사537400,0,537,400,False,41306
399,다사499390,0,499,390,False,41307
400,다사603480,0,603,480,False,41308
401,다사555603,0,555,603,True,41309
402,다사637647,0,637,647,False,41310
403,다사499610,0,499,610,False,41311
404,다사574642,0,574,642,False,41312
405,다사605598,0,605,598,False,41313
406,다사636420,0,636,420,False,41314
407,다사382515,0,382,515,False,41315
408,다사486438,0,486,438,True,41316
409,다사628593,0,628,593,False,41317
410,다사609478,0,609,478,False,41318
411,다사526577,0,526,577,False,41319
412,다사616508,0,616,508,False,41320
413,다사537489,0,537,489,False,41321
414,다사634616,0,634,616,False,41322
415,다사386557,0,386,557,False,41323
416,다사665513,0,665,513,False,41324
417,다사536547,0,536,547,False,41299
418,다사626645,0,626,645,False,41298
419,다사592642,0,592,642,False,41297
420,다사512571,0,512,571,False,41283
421,다사520577,0,520,577,False,41272
422,다사601403,0,601,403,False,41273
423,다사624423,0,624,423,False,41274
424,다사639644,0,639,644,False,41275
425,다사458515,0,458,515,False,41276
426,다사630385,0,630,385,False,41277
427,다사604509,0,604,509,False,41278
428,다사430502,0,430,502,False,41279
429,다사597482,0,597,482,False,41280
430,다사645455,0,645,455,False,41281
431,다사459487,0,459,487,True,41282
432,다사518588,0,518,588,False,41284
433,다사647413,0,647,413,False,41296
434,다사659422,0,659,422,False,41285
435,다사591657,0,591,657,False,41286
436,다사562629,0,562,629,False,41287
437,다사512570,0,512,570,False,41288
438,다사428427,0,428,427,False,41289
439,다사575397,0,575,397,False,41290
440,다사500587,0,500,587,False,41291
441,다사387538,0,387,538,False,41292
442,다사669412,0,669,412,False,41293
443,다사632445,0,632,445,False,41294
444,다사545588,0,545,588,False,41295
445,다사378539,0,378,539,False,41325
446,다사638607,0,638,607,True,41326
447,다사525406,0,525,406,False,41327
448,다사624476,0,624,476,False,41368
449,다사548502,0,548,502,False,41357
450,다사582643,0,582,643,False,41358
451,다사559509,0,559,509,False,41359
452,다사510618,0,510,618,False,41360
453,다사542581,0,542,581,False,41361
454,다사477611,0,477,611,False,41362
455,다사393419,0,393,419,False,41363
456,다사445452,0,445,452,False,41364
457,다사660504,0,660,504,False,41365
458,다사594397,0,594,397,False,41366
459,다사476484,0,476,484,False,41367
460,다사447424,0,447,424,False,41369
461,다사404465,0,404,465,False,41355
462,다사401511,0,401,511,False,41370
463,다사654488,0,654,488,False,41371
464,다사512567,0,512,567,False,41372
465,다사588648,0,588,648,False,41373
466,다사556412,0,556,412,False,41374
467,다사653420,0,653,420,False,41375
468,다사520538,0,520,538,False,41376
469,다사603384,0,603,384,False,41377
470,다사560508,0,560,508,False,41378
471,다사604511,0,604,511,False,41379
472,다사616381,0,616,381,False,41380
473,다사556502,0,556,502,False,41356
474,다사559590,0,559,590,False,41354
475,다사378540,0,378,540,False,41328
476,다사616659,0,616,659,False,41340
477,다사674411,0,674,411,False,41329
478,다사676468,0,676,468,False,41330
479,다사404531,0,404,531,False,41331
480,다사412447,0,412,447,False,41332
481,다사506572,0,506,572,False,41333
482,다사483593,0,483,593,False,41334
483,다사557500,0,557,500,False,41335
484,다사634617,0,634,617,False,41336
485,다사427495,0,427,495,False,41337
486,다사509594,0,509,594,False,41338
487,다사617479,0,617,479,False,41339
488,다사588649,0,588,649,False,41341
489,다사521395,0,521,395,False,41353
490,다사412441,0,412,441,False,41342
491,다사563582,0,563,582,False,41343
492,다사643577,0,643,577,False,41344
493,다사510577,0,510,577,False,41345
494,다사558585,0,558,585,False,41346
495,다사475487,0,475,487,False,41347
496,다사570574,0,570,574,False,41348
497,다사580630,0,580,630,False,41349
498,다사531578,0,531,578,False,41350
499,다사506467,0,506,467,False,41351
500,다사429523,0,429,523,False,41352
501,다사522586,0,522,586,False,41271
502,다사625532,1,625,532,True,41269
503,다사548616,0,548,616,False,41157
504,다사629591,0,629,591,False,41268
505,다사557613,0,557,613,False,41186
506,다사640519,0,640,519,False,41187
507,다사468496,0,468,496,False,41188
508,다사507407,0,507,407,False,41189
509,다사612405,0,612,405,False,41190
510,다사617473,0,617,473,False,41191
511,다사420531,0,420,531,False,41192
512,다사625647,0,625,647,False,41193
513,다사588545,0,588,545,False,41194
514,다사414427,0,414,427,False,41195
515,다사625388,0,625,388,False,41196
516,다사641401,0,641,401,False,41198
517,다사646532,0,646,532,False,41199
518,다사421523,0,421,523,False,41200
519,다사647592,0,647,592,False,41201
520,다사518602,0,518,602,False,41202
521,다사552464,0,552,464,False,41203
522,다사456548,0,456,548,False,41204
523,다사493544,0,493,544,False,41205
524,다사526440,0,526,440,False,41206
525,다사566645,0,566,645,False,41207
526,다사681510,0,681,510,False,41208
527,다사584592,0,584,592,False,41209
528,다사451514,0,451,514,False,41210
529,다사631500,0,631,500,False,41211
530,다사593501,0,593,501,False,41185
531,다사525576,0,525,576,False,41184
532,다사526407,0,526,407,False,41183
533,다사585549,0,585,549,False,41169
534,다사516586,0,516,586,False,41158
535,다사454530,0,454,530,False,41159
536,다사665499,0,665,499,False,41160
537,다사409537,0,409,537,False,41161
538,다사414458,0,414,458,False,41162
539,다사641627,0,641,627,False,41163
540,다사632624,0,632,624,False,41164
541,다사539450,0,539,450,False,41165
542,다사547599,0,547,599,False,41166
543,다사501473,0,501,473,False,41167
544,다사458506,0,458,506,False,41168
545,다사522408,0,522,408,False,41170
546,다사661473,0,661,473,False,41182
547,다사540452,0,540,452,False,41171
548,다사525389,0,525,389,False,41172
549,다사573633,0,573,633,False,41173
550,다사543573,0,543,573,False,41174
551,다사592393,0,592,393,False,41175
552,다사602553,0,602,553,False,41176
553,다사643408,0,643,408,False,41177
554,다사543479,0,543,479,False,41178
555,다사626473,0,626,473,False,41179
556,다사566408,0,566,408,False,41180
557,다사501488,0,501,488,False,41181
558,다사549464,0,549,464,False,41212
559,다사650524,0,650,524,False,41213
560,다사513381,0,513,381,False,41214
561,다사626458,0,626,458,False,41255
562,다사447515,0,447,515,False,41244
563,다사613476,0,613,476,False,41245
564,다사646475,0,646,475,False,41246
565,다사501515,0,501,515,False,41247
566,다사581550,0,581,550,False,41248
567,다사457478,0,457,478,False,41249
568,다사612400,0,612,400,False,41250
569,다사596481,0,596,481,False,41251
570,다사389550,0,389,550,False,41252
571,다사646510,0,646,510,False,41253
572,다사643412,0,643,412,False,41254
573,다사503388,0,503,388,False,41256
574,다사418533,0,418,533,False,41242
575,다사623478,0,623,478,False,41257
576,다사376525,0,376,525,False,41258
577,다사642418,0,642,418,False,41259
578,다사373513,0,373,513,False,41260
579,다사566655,0,566,655,False,41261
580,다사668513,0,668,513,False,41262
581,다사434529,0,434,529,False,41263
582,다사482491,0,482,491,False,41264
583,다사556630,0,556,630,False,41265
584,다사652601,0,652,601,False,41266
585,다사597395,0,597,395,False,41267
586,다사545414,0,545,414,False,41243
587,다사544473,0,544,473,False,41241
588,다사540463,0,540,463,False,41215
589,다사507612,0,507,612,False,41227
590,다사442446,0,442,446,False,41216
591,다사688471,1,688,471,False,41217
592,다사593384,0,593,384,False,41218
593,다사608408,0,608,408,False,41219
594,다사612411,0,612,411,False,41220
595,다사548480,0,548,480,False,41221
596,다사621644,0,621,644,False,41222
597,다사541409,0,541,409,False,41223
598,다사528424,0,528,424,False,41224
599,다사516587,0,516,587,False,41225
600,다사447528,0,447,528,False,41226
601,다사533580,0,533,580,False,41228
602,다사609432,0,609,432,False,41240
603,다사495493,0,495,493,False,41229
604,다사553538,0,553,538,True,41230
605,다사555644,0,555,644,False,41231
606,다사513589,0,513,589,False,41232
607,다사396539,0,396,539,False,41233
608,다사554646,0,554,646,False,41234
609,다사522397,0,522,397,False,41235
610,다사579661,0,579,661,False,41236
611,다사608539,1,608,539,False,41237
612,다사604413,0,604,413,False,41238
613,다사550587,0,550,587,False,41239
614,다사682521,0,682,521,False,41014
615,다사383536,0,383,536,False,0
616,다사570647,0,570,647,False,41013
617,다사486401,1,486,401,False,40695
618,다사486573,0,486,573,False,40697
619,다사486568,0,486,568,False,40698
620,다사486566,0,486,566,False,40699
621,다사486547,1,486,547,False,40700
622,다사486546,1,486,546,False,40701
623,다사486536,0,486,536,False,40702
624,다사486521,0,486,521,False,40703
625,다사486500,0,486,500,False,40704
626,다사486496,0,486,496,False,40705
627,다사486482,0,486,482,False,40706
628,다사487469,0,487,469,False,40707
629,다사487463,0,487,463,False,40708
630,다사487412,0,487,412,True,40709
631,다사487405,1,487,405,True,40710
632,다사487402,1,487,402,False,40711
633,다사487390,0,487,390,False,40712
634,다사487595,0,487,595,False,40713
635,다사487580,0,487,580,False,40714
636,다사487572,0,487,572,False,40715
637,다사487538,0,487,538,False,40716
638,다사487533,0,487,533,False,40717
639,다사487517,0,487,517,False,40718
640,다사488462,0,488,462,False,40719
641,다사488419,0,488,419,False,40720
642,다사488410,0,488,410,False,40721
643,다사486602,0,486,602,False,40696
644,다사486402,1,486,402,False,40694
645,다사488605,0,488,605,True,40723
646,다사486421,0,486,421,False,40693
647,다사484596,0,484,596,False,40668
648,다사484595,0,484,595,True,40669
649,다사484593,0,484,593,False,40670
650,다사484587,0,484,587,False,40671
651,다사484577,0,484,577,False,40672
652,다사484555,0,484,555,False,40673
653,다사484545,1,484,545,False,40674
654,다사484536,0,484,536,False,40675
655,다사484526,0,484,526,True,40676
656,다사484513,0,484,513,False,40677
657,다사485441,0,485,441,False,40678
658,다사485605,0,485,605,False,40679
659,다사485594,0,485,594,False,40680
660,다사485593,0,485,593,False,40681
661,다사485582,0,485,582,False,40682
662,다사485561,1,485,561,False,40683
663,다사485542,0,485,542,False,40684
664,다사485529,0,485,529,False,40685
665,다사485514,0,485,514,False,40686
666,다사485496,0,485,496,False,40687
667,다사486460,0,486,460,False,40688
668,다사486457,0,486,457,False,40689
669,다사486456,0,486,456,False,40690
670,다사486433,0,486,433,False,40691
671,다사486425,0,486,425,False,40692
672,다사488400,0,488,400,False,40722
673,다사488582,0,488,582,False,40724
674,다사484419,0,484,419,False,40666
675,다사491437,0,491,437,True,40753
676,다사491576,0,491,576,False,40755
677,다사491575,0,491,575,False,40756
678,다사491556,0,491,556,False,40757
679,다사491532,1,491,532,False,40758
680,다사623470,0,623,470,False,40759
681,다사626391,0,626,391,False,40760
682,다사549545,0,549,545,False,40761
683,다사516565,0,516,565,False,40762
684,다사582638,0,582,638,False,40763
685,다사698512,0,698,512,False,40764
686,다사662493,0,662,493,False,40765
687,다사513479,0,513,479,False,40766
688,다사494481,1,494,481,False,40767
689,다사674519,0,674,519,False,40768
690,다사606403,0,606,403,False,40769
691,다사609376,0,609,376,False,40770
692,다사566642,0,566,642,False,40771
693,다사505379,0,505,379,True,40772
694,다사510567,0,510,567,False,40773
695,다사565470,0,565,470,False,40774
696,다사581647,0,581,647,False,40775
697,다사488474,0,488,474,False,40776
698,다사662470,0,662,470,True,40777
699,다사627413,0,627,413,False,40778
700,다사468481,0,468,481,False,40779
701,다사491596,0,491,596,False,40754
702,다사490513,1,490,513,False,40752
703,다사488566,0,488,566,False,40725
704,다사490533,1,490,533,False,40751
705,다사488516,0,488,516,False,40726
706,다사488514,0,488,514,False,40727
707,다사488496,0,488,496,False,40728
708,다사489458,0,489,458,False,40729
709,다사489452,0,489,452,False,40730
710,다사489411,0,489,411,False,40731
711,다사489402,0,489,402,False,40732
712,다사489579,0,489,579,False,40733
713,다사489555,0,489,555,False,40734
714,다사489553,0,489,553,False,40735
715,다사489538,0,489,538,False,40736
716,다사489519,0,489,519,False,40737
717,다사489505,0,489,505,False,40738
718,다사489496,0,489,496,False,40739
719,다사490469,0,490,469,False,40740
720,다사490463,0,490,463,False,40741
721,다사490457,0,490,457,False,40742
722,다사490418,0,490,418,False,40743
723,다사490415,0,490,415,False,40744
724,다사490602,1,490,602,False,40745
725,다사490596,0,490,596,False,40746
726,다사490594,0,490,594,False,40747
727,다사490592,0,490,592,False,40748
728,다사490567,0,490,567,False,40749
729,다사490545,0,490,545,False,40750
730,다사484388,0,484,388,False,40667
731,다사484430,1,484,430,False,40665
732,다사412448,0,412,448,False,41012
733,다사493558,1,493,558,False,40579
734,다사493465,0,493,465,False,40581
735,다사493496,0,493,496,False,40582
736,다사493506,0,493,506,False,40583
737,다사493509,0,493,509,False,40584
738,다사493512,1,493,512,False,40585
739,다사493529,1,493,529,False,40586
740,다사493409,0,493,409,False,40587
741,다사493422,0,493,422,False,40588
742,다사492533,1,492,533,False,40589
743,다사492556,0,492,556,False,40590
744,다사492571,0,492,571,False,40591
745,다사492580,1,492,580,False,40592
746,다사492469,0,492,469,False,40593
747,다사492471,0,492,471,False,40594
748,다사478449,0,478,449,False,40595
749,다사478438,0,478,438,True,40596
750,다사478431,0,478,431,False,40597
751,다사478571,0,478,571,True,40598
752,다사478566,0,478,566,False,40599
753,다사478543,0,478,543,False,40600
754,다사478537,0,478,537,False,40601
755,다사478528,0,478,528,False,40602
756,다사478519,0,478,519,False,40603
757,다사478500,0,478,500,False,40604
758,다사479475,0,479,475,False,40605
759,다사493462,1,493,462,False,40580
760,다사494414,0,494,414,False,40578
761,다사479467,0,479,467,False,40607
762,다사494409,0,494,409,False,40577
763,다사496440,0,496,440,False,40552
764,다사496442,0,496,442,False,40553
765,다사496510,0,496,510,False,40554
766,다사496530,0,496,530,False,40555
767,다사496404,0,496,404,False,40556
768,다사496406,0,496,406,False,40557
769,다사495574,0,495,574,False,40558
770,다사495609,0,495,609,False,40559
771,다사495610,0,495,610,False,40560
772,다사495440,0,495,440,False,40561
773,다사495441,0,495,441,False,40562
774,다사495442,0,495,442,False,40563
775,다사495452,0,495,452,False,40564
